X,Y,Z
243426.841,1717749.588,390.372
243426.841,1717749.588,392.872
243426.841,1717752.088,390.372
243426.841,1717752.088,392.872
243424.341,1717754.588,387.872
243424.341,1717757.088,387.872
243426.841,1717754.588,387.872
243426.841,1717757.088,387.872
243424.341,1717754.588,390.372
243424.341,1717754.588,392.872
243424.341,1717757.088,390.372
243424.341,1717757.088,392.872
243426.841,1717754.588,390.372
243426.841,1717754.588,392.872
243426.841,1717757.088,390.372
243426.841,1717757.088,392.872
243429.341,1717749.588,390.372
243429.341,1717749.588,392.872
243429.341,1717752.088,390.372
243429.341,1717752.088,392.872
243431.841,1717749.588,390.372
243431.841,1717749.588,392.872
243431.841,1717752.088,390.372
243431.841,1717752.088,392.872
243429.341,1717757.088,387.872
243429.341,1717754.588,390.372
243429.341,1717754.588,392.872
243429.341,1717757.088,390.372
243429.341,1717757.088,392.872
243431.841,1717754.588,390.372
243431.841,1717754.588,392.872
243431.841,1717757.088,390.372
243431.841,1717757.088,392.872
243424.341,1717759.588,387.872
243424.341,1717762.088,385.372
243424.341,1717762.088,387.872
243426.841,1717759.588,387.872
243426.841,1717762.088,387.872
243424.341,1717759.588,390.372
243424.341,1717759.588,392.872
243424.341,1717762.088,390.372
243424.341,1717762.088,392.872
243426.841,1717759.588,390.372
243426.841,1717759.588,392.872
243426.841,1717762.088,390.372
243426.841,1717762.088,392.872
243424.341,1717764.588,385.372
243424.341,1717764.588,387.872
243424.341,1717767.088,387.872
243426.841,1717764.588,387.872
243426.841,1717767.088,387.872
243424.341,1717764.588,390.372
243424.341,1717764.588,392.872
243424.341,1717767.088,390.372
243424.341,1717767.088,392.872
243426.841,1717764.588,390.372
243426.841,1717764.588,392.872
243426.841,1717767.088,390.372
243426.841,1717767.088,392.872
243429.341,1717759.588,387.872
243429.341,1717762.088,387.872
243429.341,1717759.588,390.372
243429.341,1717759.588,392.872
243429.341,1717762.088,390.372
243429.341,1717762.088,392.872
243431.841,1717759.588,390.372
243431.841,1717759.588,392.872
243431.841,1717762.088,390.372
243431.841,1717762.088,392.872
243429.341,1717764.588,387.872
243429.341,1717767.088,387.872
243431.841,1717764.588,387.872
243431.841,1717767.088,387.872
243429.341,1717764.588,390.372
243429.341,1717764.588,392.872
243429.341,1717767.088,390.372
243429.341,1717767.088,392.872
243431.841,1717764.588,390.372
243431.841,1717764.588,392.872
243431.841,1717767.088,390.372
243431.841,1717767.088,392.872
243414.341,1717749.588,395.372
243414.341,1717749.588,397.872
243414.341,1717752.088,395.372
243414.341,1717752.088,397.872
243416.841,1717749.588,395.372
243416.841,1717749.588,397.872
243416.841,1717752.088,395.372
243416.841,1717752.088,397.872
243414.341,1717754.588,395.372
243414.341,1717754.588,397.872
243414.341,1717757.088,395.372
243414.341,1717757.088,397.872
243416.841,1717754.588,395.372
243416.841,1717754.588,397.872
243416.841,1717757.088,395.372
243416.841,1717757.088,397.872
243419.341,1717749.588,395.372
243419.341,1717749.588,397.872
243419.341,1717752.088,395.372
243419.341,1717752.088,397.872
243421.841,1717749.588,395.372
243421.841,1717749.588,397.872
243421.841,1717752.088,395.372
243421.841,1717752.088,397.872
243419.341,1717754.588,395.372
243419.341,1717754.588,397.872
243419.341,1717757.088,395.372
243419.341,1717757.088,397.872
243421.841,1717754.588,395.372
243421.841,1717754.588,397.872
243421.841,1717757.088,395.372
243421.841,1717757.088,397.872
243414.341,1717759.588,395.372
243414.341,1717759.588,397.872
243414.341,1717762.088,395.372
243414.341,1717762.088,397.872
243416.841,1717759.588,395.372
243416.841,1717759.588,397.872
243416.841,1717762.088,395.372
243416.841,1717762.088,397.872
243414.341,1717764.588,395.372
243414.341,1717764.588,397.872
243414.341,1717767.088,395.372
243414.341,1717767.088,397.872
243416.841,1717764.588,395.372
243416.841,1717764.588,397.872
243416.841,1717767.088,395.372
243416.841,1717767.088,397.872
243419.341,1717759.588,395.372
243419.341,1717759.588,397.872
243419.341,1717762.088,395.372
243419.341,1717762.088,397.872
243421.841,1717759.588,395.372
243421.841,1717759.588,397.872
243421.841,1717762.088,395.372
243421.841,1717762.088,397.872
243421.841,1717759.588,400.372
243421.841,1717762.088,400.372
243419.341,1717764.588,395.372
243419.341,1717764.588,397.872
243419.341,1717767.088,395.372
243419.341,1717767.088,397.872
243421.841,1717764.588,395.372
243421.841,1717764.588,397.872
243421.841,1717767.088,395.372
243421.841,1717767.088,397.872
243421.841,1717764.588,400.372
243421.841,1717767.088,400.372
243424.341,1717749.588,395.372
243424.341,1717749.588,397.872
243424.341,1717752.088,395.372
243424.341,1717752.088,397.872
243426.841,1717749.588,395.372
243426.841,1717749.588,397.872
243426.841,1717752.088,395.372
243426.841,1717752.088,397.872
243426.841,1717749.588,400.372
243426.841,1717752.088,400.372
243424.341,1717754.588,395.372
243424.341,1717754.588,397.872
243424.341,1717757.088,395.372
243424.341,1717757.088,397.872
243426.841,1717754.588,395.372
243426.841,1717754.588,397.872
243426.841,1717757.088,395.372
243426.841,1717757.088,397.872
243424.341,1717754.588,400.372
243424.341,1717757.088,400.372
243426.841,1717754.588,400.372
243426.841,1717757.088,400.372
243429.341,1717749.588,395.372
243429.341,1717749.588,397.872
243429.341,1717752.088,395.372
243429.341,1717752.088,397.872
243431.841,1717749.588,395.372
243431.841,1717749.588,397.872
243431.841,1717752.088,395.372
243431.841,1717752.088,397.872
243429.341,1717749.588,400.372
243429.341,1717752.088,400.372
243431.841,1717749.588,400.372
243431.841,1717752.088,400.372
243429.341,1717754.588,395.372
243429.341,1717754.588,397.872
243429.341,1717757.088,395.372
243429.341,1717757.088,397.872
243431.841,1717754.588,395.372
243431.841,1717754.588,397.872
243431.841,1717757.088,395.372
243431.841,1717757.088,397.872
243429.341,1717754.588,400.372
243429.341,1717757.088,400.372
243431.841,1717754.588,400.372
243431.841,1717757.088,400.372
243424.341,1717759.588,395.372
243424.341,1717759.588,397.872
243424.341,1717762.088,395.372
243424.341,1717762.088,397.872
243426.841,1717759.588,395.372
243426.841,1717759.588,397.872
243426.841,1717762.088,395.372
243426.841,1717762.088,397.872
243424.341,1717759.588,400.372
243424.341,1717762.088,400.372
243426.841,1717759.588,400.372
243426.841,1717762.088,400.372
243424.341,1717764.588,395.372
243424.341,1717764.588,397.872
243424.341,1717767.088,395.372
243424.341,1717767.088,397.872
243426.841,1717764.588,395.372
243426.841,1717764.588,397.872
243426.841,1717767.088,395.372
243426.841,1717767.088,397.872
243424.341,1717764.588,400.372
243424.341,1717767.088,400.372
243426.841,1717764.588,400.372
243426.841,1717767.088,400.372
243429.341,1717759.588,395.372
243429.341,1717759.588,397.872
243429.341,1717762.088,395.372
243429.341,1717762.088,397.872
243431.841,1717759.588,395.372
243431.841,1717759.588,397.872
243431.841,1717762.088,395.372
243431.841,1717762.088,397.872
243429.341,1717759.588,400.372
243429.341,1717762.088,400.372
243431.841,1717759.588,400.372
243431.841,1717762.088,400.372
243429.341,1717764.588,395.372
243429.341,1717764.588,397.872
243429.341,1717767.088,395.372
243429.341,1717767.088,397.872
243431.841,1717764.588,395.372
243431.841,1717764.588,397.872
243431.841,1717767.088,395.372
243431.841,1717767.088,397.872
243429.341,1717764.588,400.372
243429.341,1717767.088,400.372
243431.841,1717764.588,400.372
243431.841,1717767.088,400.372
243434.341,1717729.588,385.372
243434.341,1717729.588,387.872
243434.341,1717732.088,385.372
243434.341,1717732.088,387.872
243436.841,1717729.588,385.372
243436.841,1717729.588,387.872
243436.841,1717732.088,385.372
243436.841,1717732.088,387.872
243434.341,1717729.588,390.372
243434.341,1717729.588,392.872
243434.341,1717732.088,390.372
243434.341,1717732.088,392.872
243436.841,1717729.588,390.372
243436.841,1717729.588,392.872
243436.841,1717732.088,390.372
243436.841,1717732.088,392.872
243434.341,1717734.588,387.872
243434.341,1717737.088,387.872
243436.841,1717734.588,387.872
243436.841,1717737.088,387.872
243434.341,1717734.588,390.372
243434.341,1717734.588,392.872
243434.341,1717737.088,390.372
243434.341,1717737.088,392.872
243436.841,1717734.588,390.372
243436.841,1717734.588,392.872
243436.841,1717737.088,390.372
243436.841,1717737.088,392.872
243439.341,1717729.588,385.372
243439.341,1717729.588,387.872
243439.341,1717732.088,385.372
243439.341,1717732.088,387.872
243441.841,1717729.588,385.372
243441.841,1717729.588,387.872
243441.841,1717732.088,385.372
243441.841,1717732.088,387.872
243439.341,1717729.588,390.372
243439.341,1717729.588,392.872
243439.341,1717732.088,390.372
243439.341,1717732.088,392.872
243441.841,1717729.588,390.372
243441.841,1717729.588,392.872
243441.841,1717732.088,390.372
243441.841,1717732.088,392.872
243439.341,1717734.588,385.372
243439.341,1717734.588,387.872
243439.341,1717737.088,387.872
243441.841,1717734.588,385.372
243441.841,1717734.588,387.872
243441.841,1717737.088,387.872
243439.341,1717734.588,390.372
243439.341,1717734.588,392.872
243439.341,1717737.088,390.372
243439.341,1717737.088,392.872
243441.841,1717734.588,390.372
243441.841,1717734.588,392.872
243441.841,1717737.088,390.372
243441.841,1717737.088,392.872
243434.341,1717739.588,387.872
243436.841,1717739.588,387.872
243434.341,1717739.588,390.372
243434.341,1717739.588,392.872
243434.341,1717742.088,390.372
243434.341,1717742.088,392.872
243436.841,1717739.588,390.372
243436.841,1717739.588,392.872
243436.841,1717742.088,390.372
243436.841,1717742.088,392.872
243434.341,1717744.588,390.372
243434.341,1717744.588,392.872
243434.341,1717747.088,392.872
243436.841,1717744.588,390.372
243436.841,1717744.588,392.872
243436.841,1717747.088,392.872
243439.341,1717739.588,387.872
243441.841,1717739.588,387.872
243441.841,1717742.088,387.872
243439.341,1717739.588,390.372
243439.341,1717739.588,392.872
243439.341,1717742.088,390.372
243439.341,1717742.088,392.872
243441.841,1717739.588,390.372
243441.841,1717739.588,392.872
243441.841,1717742.088,390.372
243441.841,1717742.088,392.872
243439.341,1717744.588,390.372
243439.341,1717744.588,392.872
243439.341,1717747.088,390.372
243439.341,1717747.088,392.872
243441.841,1717744.588,390.372
243441.841,1717744.588,392.872
243441.841,1717747.088,390.372
243441.841,1717747.088,392.872
243444.341,1717729.588,385.372
243444.341,1717729.588,387.872
243444.341,1717732.088,385.372
243444.341,1717732.088,387.872
243446.841,1717729.588,385.372
243446.841,1717729.588,387.872
243446.841,1717732.088,385.372
243446.841,1717732.088,387.872
243444.341,1717729.588,390.372
243444.341,1717729.588,392.872
243444.341,1717732.088,390.372
243444.341,1717732.088,392.872
243446.841,1717729.588,390.372
243446.841,1717729.588,392.872
243446.841,1717732.088,390.372
243446.841,1717732.088,392.872
243444.341,1717734.588,385.372
243444.341,1717734.588,387.872
243444.341,1717737.088,387.872
243446.841,1717734.588,385.372
243446.841,1717734.588,387.872
243446.841,1717737.088,385.372
243446.841,1717737.088,387.872
243444.341,1717734.588,390.372
243444.341,1717734.588,392.872
243444.341,1717737.088,390.372
243444.341,1717737.088,392.872
243446.841,1717734.588,390.372
243446.841,1717734.588,392.872
243446.841,1717737.088,390.372
243446.841,1717737.088,392.872
243449.341,1717729.588,385.372
243449.341,1717729.588,387.872
243449.341,1717732.088,385.372
243449.341,1717732.088,387.872
243451.841,1717729.588,387.872
243451.841,1717732.088,385.372
243451.841,1717732.088,387.872
243449.341,1717729.588,390.372
243449.341,1717729.588,392.872
243449.341,1717732.088,390.372
243449.341,1717732.088,392.872
243451.841,1717729.588,390.372
243451.841,1717729.588,392.872
243451.841,1717732.088,390.372
243451.841,1717732.088,392.872
243449.341,1717734.588,385.372
243449.341,1717734.588,387.872
243449.341,1717737.088,385.372
243449.341,1717737.088,387.872
243451.841,1717734.588,385.372
243451.841,1717734.588,387.872
243451.841,1717737.088,385.372
243451.841,1717737.088,387.872
243449.341,1717734.588,390.372
243449.341,1717734.588,392.872
243449.341,1717737.088,390.372
243449.341,1717737.088,392.872
243451.841,1717734.588,390.372
243451.841,1717734.588,392.872
243451.841,1717737.088,390.372
243451.841,1717737.088,392.872
243444.341,1717739.588,387.872
243444.341,1717742.088,387.872
243446.841,1717739.588,387.872
243446.841,1717742.088,387.872
243444.341,1717739.588,390.372
243444.341,1717739.588,392.872
243444.341,1717742.088,390.372
243444.341,1717742.088,392.872
243446.841,1717739.588,390.372
243446.841,1717739.588,392.872
243446.841,1717742.088,390.372
243446.841,1717742.088,392.872
243444.341,1717744.588,390.372
243444.341,1717744.588,392.872
243444.341,1717747.088,390.372
243444.341,1717747.088,392.872
243446.841,1717744.588,390.372
243446.841,1717744.588,392.872
243446.841,1717747.088,390.372
243446.841,1717747.088,392.872
243449.341,1717739.588,387.872
243449.341,1717742.088,387.872
243451.841,1717739.588,385.372
243451.841,1717739.588,387.872
243451.841,1717742.088,387.872
243449.341,1717739.588,390.372
243449.341,1717739.588,392.872
243449.341,1717742.088,390.372
243449.341,1717742.088,392.872
243451.841,1717739.588,390.372
243451.841,1717739.588,392.872
243451.841,1717742.088,390.372
243451.841,1717742.088,392.872
243449.341,1717744.588,387.872
243451.841,1717744.588,387.872
243449.341,1717744.588,390.372
243449.341,1717744.588,392.872
243449.341,1717747.088,390.372
243449.341,1717747.088,392.872
243451.841,1717744.588,390.372
243451.841,1717744.588,392.872
243451.841,1717747.088,390.372
243451.841,1717747.088,392.872
243434.341,1717729.588,395.372
243434.341,1717732.088,395.372
243436.841,1717729.588,395.372
243436.841,1717732.088,395.372
243434.341,1717734.588,395.372
243434.341,1717734.588,397.872
243434.341,1717737.088,395.372
243434.341,1717737.088,397.872
243436.841,1717734.588,395.372
243436.841,1717737.088,395.372
243436.841,1717737.088,397.872
243439.341,1717729.588,395.372
243439.341,1717732.088,395.372
243441.841,1717729.588,395.372
243441.841,1717732.088,395.372
243439.341,1717734.588,395.372
243439.341,1717737.088,395.372
243439.341,1717737.088,397.872
243441.841,1717734.588,395.372
243441.841,1717737.088,395.372
243441.841,1717737.088,397.872
243434.341,1717739.588,395.372
243434.341,1717739.588,397.872
243434.341,1717742.088,395.372
243434.341,1717742.088,397.872
243436.841,1717739.588,395.372
243436.841,1717739.588,397.872
243436.841,1717742.088,395.372
243436.841,1717742.088,397.872
243434.341,1717742.088,400.372
243436.841,1717742.088,400.372
243434.341,1717744.588,395.372
243434.341,1717744.588,397.872
243434.341,1717747.088,395.372
243434.341,1717747.088,397.872
243436.841,1717744.588,395.372
243436.841,1717744.588,397.872
243436.841,1717747.088,395.372
243436.841,1717747.088,397.872
243434.341,1717744.588,400.372
243434.341,1717747.088,400.372
243436.841,1717744.588,400.372
243436.841,1717747.088,400.372
243439.341,1717739.588,395.372
243439.341,1717739.588,397.872
243439.341,1717742.088,395.372
243439.341,1717742.088,397.872
243441.841,1717739.588,395.372
243441.841,1717739.588,397.872
243441.841,1717742.088,395.372
243441.841,1717742.088,397.872
243439.341,1717744.588,395.372
243439.341,1717744.588,397.872
243439.341,1717747.088,395.372
243439.341,1717747.088,397.872
243441.841,1717744.588,395.372
243441.841,1717744.588,397.872
243441.841,1717747.088,395.372
243441.841,1717747.088,397.872
243439.341,1717744.588,400.372
243439.341,1717747.088,400.372
243441.841,1717744.588,400.372
243441.841,1717747.088,400.372
243444.341,1717729.588,395.372
243444.341,1717732.088,395.372
243446.841,1717729.588,395.372
243446.841,1717729.588,397.872
243446.841,1717732.088,395.372
243444.341,1717734.588,395.372
243444.341,1717737.088,395.372
243444.341,1717737.088,397.872
243446.841,1717734.588,395.372
243446.841,1717737.088,395.372
243446.841,1717737.088,397.872
243449.341,1717729.588,395.372
243449.341,1717729.588,397.872
243449.341,1717732.088,395.372
243449.341,1717732.088,397.872
243451.841,1717729.588,395.372
